iter	MAPE
191	0.02740975868
192	0.02739498296
193	0.02736052985
194	0.02734762496
195	0.02731786072
196	0.0272822801
197	0.027245021
198	0.02719292358
199	0.0271878083
200	0.02715365973
201	0.02709755743
202	0.02707209457
203	0.02701029169
204	0.0269684357
205	0.0269360503
206	0.02690644788
207	0.02689238375
208	0.0268732661
209	0.02681116464
210	0.02679420617
211	0.02678417589
212	0.02676775553
213	0.02676248482
214	0.0267543066
215	0.026704876
216	0.02669082614
217	0.02667106136
218	0.02665044466
219	0.02664583911
220	0.0266352002
221	0.02659920075
222	0.02655726962
223	0.02653189357
224	0.02650179215
225	0.0264824471
226	0.02646446578
227	0.02645010291
228	0.0264107173
229	0.02637577339
230	0.02636482364
231	0.02633395925
232	0.0262965751
233	0.02629247799
234	0.02627543226
235	0.02622732546
236	0.02619594117
237	0.02617016184
238	0.02615496831
239	0.02611832489
240	0.02610404581
241	0.02607177599
242	0.02605750691
243	0.02603210717
244	0.02600399286
245	0.02599637281
246	0.02597597504
247	0.02595654703
248	0.02592875203
249	0.02589352883
250	0.0258552319
251	0.02584018208
252	0.02580535873
253	0.02579284129
254	0.02575306572
255	0.02574723002
256	0.02570988458
257	0.02568830698
258	0.02566012357
259	0.02562344304
260	0.02559028752
261	0.02556722998
262	0.0255502612
263	0.02551326267
264	0.02548157751
265	0.02546588674
266	0.02545025547
267	0.02542374233
268	0.02539027676
269	0.02535270637
270	0.02531544361
271	0.025273714
272	0.02526044411
273	0.02525402444
274	0.02523032156
275	0.02522097356
276	0.02521031056
277	0.02519164262
278	0.02518270766
279	0.02515340783
280	0.02514301319
281	0.02510399052
282	0.0250941904
283	0.02507824447
284	0.02505049255
285	0.02503513935
286	0.02501726255
287	0.02499670932
288	0.02498359856
289	0.02497581995
290	0.02496629378
291	0.02496139996
292	0.02491309719
293	0.02489919098
294	0.02487182515
295	0.02485253973
296	0.02484607406
297	0.02480482498
298	0.02479916134
299	0.02479362282
300	0.02477317028
301	0.02476051124
302	0.02473096816
303	0.02472111701
304	0.02470855304
305	0.02470215287
306	0.02468533635
307	0.02466657318
308	0.02466127144
309	0.02464909395
310	0.02461664007
311	0.02459749803
312	0.02458239142
313	0.02457286271
314	0.02455673806
315	0.02450331005
316	0.02449023375
317	0.02447589042
318	0.02446179178
319	0.02443168876
320	0.02442427391
321	0.02441738204
322	0.02440883172
323	0.02439675596
324	0.02437405591
325	0.02436225068
326	0.02434100445
327	0.02433050112
328	0.02431396948
329	0.02430723544
330	0.02428366758
331	0.02427667746
332	0.02426808444
333	0.02424673865
334	0.02423616993
335	0.02422655665
336	0.02421481958
337	0.02420258671
338	0.0241925
339	0.02418712194
340	0.02415936718
341	0.02413852509
342	0.0241250495
343	0.0241162925
344	0.02410500333
345	0.02409259108
346	0.02408790561
347	0.02408431126
348	0.0240670311
349	0.02404906125
350	0.02403328779
351	0.02402595436
352	0.02401984178
353	0.02400259408
354	0.02398699325
355	0.02396329217
356	0.02394349179
357	0.02393532141
358	0.02391822728
359	0.02391200666
360	0.02390365344
361	0.02387699033
362	0.02385144507
363	0.02384450048
364	0.02383484317
365	0.02382047662
366	0.02380800942
367	0.02379839061
368	0.02378821748
369	0.02377716308
370	0.02377320565
371	0.02376581845
372	0.02374944663
373	0.02373345599
374	0.02372968433
375	0.02370023406
376	0.0236759721
377	0.02366994981
378	0.0236556307
379	0.02364686413
380	0.02363323751
381	0.02362628369
382	0.02361605787
383	0.02361454002
384	0.02359808185
385	0.0235830519
386	0.02356228557
387	0.02353696971
388	0.02353149609
389	0.02351186601
390	0.0234994086
391	0.02348505354
392	0.02348260819
393	0.02346999938
394	0.02343729407
395	0.02343382879
396	0.02342923292
397	0.02339839486
398	0.02339420682
399	0.02337755427
400	0.02336111852
401	0.02334344304
402	0.02333679155
403	0.02332702526
404	0.02330574325
405	0.02329772137
406	0.0232931847
407	0.02327915559
408	0.02325036419
409	0.02324990675
410	0.02324578845
411	0.02322761221
412	0.02322175625
413	0.02320912128
414	0.02320056763
415	0.02318152006
416	0.02317372298
417	0.02316536581
418	0.02316011808
419	0.02315244317
420	0.02314594467
421	0.02313225581
422	0.02310566438
423	0.02308514439
424	0.02307260828
425	0.02306677841
426	0.02304273115
427	0.02303622491
428	0.02302822126
429	0.02302017135
430	0.02300811054
431	0.02300184138
432	0.02299000685
433	0.02297477074
434	0.02296656393
435	0.0229534699
436	0.02294890772
437	0.02294169547
438	0.02293213305
439	0.02293068613
440	0.02291757879
441	0.02291478648
442	0.0229036497
443	0.0228708763
444	0.02286215246
445	0.02284766186
446	0.02283817532
447	0.02283288144
448	0.02282163179
449	0.02281623552
450	0.02280139926
451	0.0227897174
452	0.02276585298
453	0.02276257376
454	0.02275266711
455	0.02274805713
456	0.02271626429
457	0.02270541859
458	0.02269289988
459	0.02266277243
460	0.02264712147
461	0.02263613526
462	0.02262822858
463	0.02262093256
464	0.02260399241
465	0.02258819488
466	0.02258195506
467	0.02255402521
468	0.02254400963
469	0.02253078091
470	0.0225227569
471	0.02251302489
472	0.02249967458
473	0.02249743073
474	0.02248996867
475	0.02246802198
476	0.02246093061
477	0.02245040487
478	0.02244624895
479	0.02244155772
480	0.02243891238
481	0.0224314786
482	0.02242704231
483	0.02239910965
484	0.02239169596
485	0.02238847265
486	0.02237405138
487	0.02236392431
488	0.02234210164
489	0.02231972467
490	0.02231674741
491	0.02230758718
492	0.02229979624
493	0.02228678872
494	0.02228398817
495	0.02225362129
496	0.0222477286
497	0.02223284842
498	0.02221532751
499	0.02221004694
500	0.02220868739
501	0.02220544568
502	0.0222026612
503	0.02219173594
504	0.0221800003
505	0.02215532515
506	0.02214851363
507	0.02214681928
508	0.02213340142
509	0.02212886241
510	0.02212034961
511	0.02210993351
512	0.02208734524
513	0.02208279065
514	0.02207531172
515	0.02207122944
516	0.0220672004
517	0.02206344171
518	0.02204934808
519	0.02203569437
520	0.02203174334
521	0.02202661218
522	0.02201740852
523	0.02201404236
524	0.02200903462
525	0.02200151689
526	0.02198692641
527	0.02197390059
528	0.02196056133
529	0.02195017029
530	0.02194544336
531	0.02192773613
532	0.02192392112
533	0.02189898123
534	0.02188629337
535	0.02188600802
536	0.02187627163
537	0.02186255345
538	0.02185891428
539	0.02185356418
540	0.02184616245
541	0.02184034802
542	0.02183964482
543	0.02182896963
544	0.02181552415
545	0.02181164782
546	0.02179945695
547	0.02177114366
548	0.02176760681
549	0.02175633855
550	0.02174230053
551	0.02173750989
552	0.02172894579
553	0.02171584566
554	0.02170753778
555	0.0216984743
556	0.02168963049
557	0.02167813252
558	0.0216721324
559	0.02165904649
560	0.02165185209
561	0.02164146104
562	0.02162683336
563	0.02161583671
564	0.02161116428
565	0.021590722
566	0.02158572802
567	0.02158319432
568	0.0215776622
569	0.02157114527
570	0.02155710967
571	0.02154716211
572	0.02154076362
573	0.02152859659
574	0.02150591511
575	0.02150388408
576	0.02149592199
577	0.02147730132
578	0.02147215752
579	0.02146155845
580	0.02144732393
581	0.02142579914
582	0.02142185935
583	0.02141913347
584	0.02139941216
585	0.02139181501
586	0.02137950673
587	0.02135854928
588	0.02135309812
589	0.02134663886
590	0.02134253026
591	0.0213310092
592	0.02132483641
593	0.02132167098
594	0.02130739258
595	0.02129980537
596	0.02129117322
597	0.02128914521
598	0.02127728165
599	0.02127360911
600	0.02124933991
601	0.02124619363
602	0.02124342459
603	0.0212401827
604	0.02122705237
605	0.0212240975
606	0.02121401201
607	0.02120241421
608	0.0211971139
609	0.02118238685
610	0.02116901471
611	0.02115341033
612	0.02113503619
613	0.02113053415
614	0.02112743641
615	0.02112208961
616	0.02112057393
617	0.02111365978
618	0.0211094658
619	0.02109119677
620	0.02108771182
621	0.02107307445
622	0.02106744236
623	0.02105831584
624	0.02104888814
625	0.02104845881
626	0.02103931685
627	0.02103029781
628	0.02101864023
629	0.02101711566
630	0.02101611183
631	0.02100910296
632	0.02099917632
633	0.02099631747
634	0.02099521284
635	0.02098786648
636	0.02097512182
637	0.02097171007
638	0.0209561638
639	0.02094682252
640	0.02093942125
641	0.02093300202
642	0.02092754863
643	0.02091078491
644	0.02091021471
645	0.02089288535
646	0.02088575471
647	0.02088043713
648	0.02087093017
649	0.02086001377
650	0.02084550067
651	0.02082401876
652	0.02082381846
653	0.02082254405
654	0.0208105758
655	0.02080735733
656	0.02079510992
657	0.02078776697
658	0.0207780538
659	0.02077575069
660	0.02077110253
661	0.02076139576
662	0.02075689822
663	0.02074905016
664	0.02074424339
665	0.02073803286
666	0.02070875571
667	0.02069319521
668	0.02068156486
669	0.02067563444
670	0.020673193
671	0.02066158469
672	0.02065669993
673	0.02065431606
674	0.02064790631
675	0.02064358759
676	0.02063879049
677	0.02063545111
678	0.02063291127
679	0.02062034775
680	0.02061837315
681	0.02061364314
682	0.0206124522
683	0.0206054285
684	0.02059958658
685	0.02059646983
686	0.02058845503
687	0.02058094471
688	0.02057646012
689	0.02057540604
690	0.02056997132
691	0.02056512432
692	0.02056265316
693	0.02056007198
694	0.02055613935
695	0.02055325811
696	0.02054679087
697	0.0205422098
698	0.02053970083
699	0.02053750012
700	0.02053433734
701	0.02052347482
702	0.02052007903
703	0.02050886184
704	0.02050412649
705	0.0204967633
706	0.02049182173
707	0.02048462081
708	0.02048221755
709	0.02047478939
710	0.02046597224
711	0.02044926175
712	0.02044494952
713	0.02044388417
714	0.02044365381
715	0.02044184876
716	0.02043601547
717	0.02042571099
718	0.02040990813
719	0.02039503636
720	0.02038756738
721	0.0203843393
722	0.02037604157
723	0.02036798781
724	0.02035778169
725	0.02034998556
726	0.02034592591
727	0.02034327051
728	0.02033897717
729	0.02032700743
730	0.02032419714
731	0.02031144785
732	0.02030520933
733	0.02029682467
734	0.02029455536
735	0.02028865324
736	0.02026560146
737	0.02026458907
738	0.02026055798
739	0.02025948598
740	0.02025394582
741	0.0202515934
742	0.02024891647
743	0.02023450796
744	0.0202327828
745	0.02023014327
746	0.0202227162
747	0.02022148408
748	0.02020279438
749	0.02018665566
750	0.0201851021
751	0.02017107018
752	0.02016652905
753	0.0201475954
754	0.02014338359
755	0.02013799731
756	0.02013079065
757	0.02011438606
758	0.02011164143
759	0.02010678421
760	0.02010503644
761	0.02010138887
762	0.02010041661
763	0.02009762836
764	0.0200862831
765	0.02008101525
766	0.02007848902
767	0.02007407134
768	0.02006701483
769	0.02006330048
770	0.02006244384
771	0.02005653355
772	0.02004433483
773	0.02003820031
774	0.02003363478
775	0.02003295917
776	0.02003198623
777	0.02002939951
778	0.02002716407
779	0.02002347626
780	0.02002002705
781	0.02001107671
782	0.02000473944
783	0.01999833658
784	0.01999677594
785	0.01998788645
786	0.01997065276
787	0.01996149246
788	0.01994610998
789	0.01993917903
790	0.01992677957
791	0.01992351316
792	0.0199164119
793	0.01991310028
794	0.01990879168
795	0.01990318076
796	0.0199012024
797	0.01990080962
798	0.01988697209
799	0.01988262444
800	0.01987571349
801	0.01987233786
802	0.01985981147
803	0.01984868321
804	0.01984760352
805	0.01984443607
806	0.01982042053
807	0.01981933565
808	0.01981297909
809	0.0198100426
810	0.01980236305
811	0.01979769334
812	0.01979459695
813	0.01978525098
814	0.01978347481
815	0.01978242554
816	0.0197734391
817	0.01976892342
818	0.0197652494
819	0.01975389769
820	0.01974395834
821	0.01974123624
822	0.01973747637
823	0.01972897808
824	0.01971112101
825	0.01970064384
826	0.01969761211
827	0.01968685552
828	0.01967408605
829	0.01967298013
830	0.01965693151
831	0.0196372107
832	0.01963434168
833	0.01962754321
834	0.01962368601
835	0.0196069097
836	0.01960130299
837	0.01959865004
838	0.01959243914
839	0.01958600243
840	0.01958317147
841	0.01957243104
842	0.01956907646
843	0.01956688486
844	0.01956345967
845	0.01955819317
846	0.01955535966
847	0.019554199
848	0.01955192965
849	0.01954895986
850	0.01954244334
851	0.01953822603
852	0.01952841696
853	0.01952647023
854	0.01952492371
855	0.01952298116
856	0.01951408353
857	0.01950551973
858	0.01950014459
859	0.01949504914
860	0.0194947089
861	0.01948963026
862	0.019473763
863	0.01946844957
864	0.01946489057
865	0.01945497308
866	0.0194472699
867	0.01944530298
868	0.01943969056
869	0.01943795369
870	0.01943606168
871	0.01943490526
872	0.0194334851
873	0.01942751606
874	0.01942208376
875	0.01941984641
876	0.01940603802
877	0.01939631289
878	0.01937997317
879	0.01937626324
880	0.01936875444
881	0.01936386236
882	0.01935670502
883	0.01935127157
884	0.01934330664
885	0.01934261798
886	0.01934207417
887	0.01933945127
888	0.01932894368
889	0.01932448589
890	0.0193203866
891	0.01931293871
892	0.01930231811
893	0.01929932411
894	0.01928903829
895	0.01928643798
896	0.01928557961
897	0.01928068923
898	0.01927427315
899	0.01927148396
900	0.01926720717
901	0.01926451651
902	0.0192594093
903	0.01925747365
904	0.01925425047
905	0.01925151488
906	0.01924753364
907	0.01924611723
908	0.01923924997
909	0.01923475624
910	0.01923164977
911	0.01922564751
912	0.01922353274
913	0.01922172678
914	0.01921680024
915	0.01920804929
916	0.01920277037
917	0.01920111055
918	0.01919347676
919	0.01918625869
920	0.01918569995
921	0.01917900921
922	0.01916291739
923	0.01915729812
924	0.01915595152
925	0.01914049735
926	0.01913762939
927	0.01913067467
928	0.01912945678
929	0.01912716391
930	0.01912540765
931	0.01911574621
932	0.01911345214
933	0.01910762089
934	0.01910409569
935	0.01909925247
936	0.01906935018
937	0.01906053584
938	0.01905826083
939	0.01905498616
940	0.01905459725
941	0.01905083724
942	0.01904688361
943	0.01904149644
944	0.01903968906
945	0.01903480324
946	0.01903225235
947	0.01902975716
948	0.01902819573
949	0.01901697274
950	0.01901576686
951	0.01901174268
952	0.01899718667
953	0.0189855013
954	0.01898486673
955	0.01897726675
956	0.01897502185
957	0.0189427342
958	0.01893859857
959	0.01893600059
960	0.01893554818
961	0.0189289688
962	0.01892305703
963	0.01891775019
964	0.01891473127
965	0.01890373534
966	0.01889618803
967	0.01889063809
968	0.01888773056
969	0.01888106277
970	0.01887483555
971	0.01887213449
972	0.01887096874
973	0.01886085122
974	0.01885158146
975	0.01884441492
976	0.01884268722
977	0.01883279737
978	0.01883251864
979	0.01881709287
980	0.01881373594
981	0.01881171808
982	0.01881110471
983	0.0188095753
984	0.01880103666
985	0.01879183392
986	0.0187896567
987	0.01878628043
988	0.01878372054
989	0.01878051039
990	0.0187721627
991	0.01876987565
992	0.01875662549
993	0.01875370802
994	0.01875051944
995	0.01874792566
996	0.01874130702
997	0.01873188273
998	0.01873036817
999	0.01872171881
